SubjNum,Name,Start Time,End Time,Days of Week,Room,Building
CMN496,Adv Topics in Communication,9:30 AM,10:50 AM,TR,4103,Lincoln Hall
CMN501,Intro to Health Communication,ARRANGED,,,,
CMN507,Hlth Comm Orgs Profs &amp; Policy,ARRANGED,,,,
CMN529,Seminar Communication Theory,2:00 PM,4:50 PM,T,4103,Lincoln Hall
CMN538,Seminar Rhetorical Theory,3:00 PM,5:50 PM,W,60,Siebel Center for Design
CMN550,Intro to Comm Grad Study,2:00 PM,2:50 PM,F,4103,Lincoln Hall
CMN574,Communication Research Methods,11:00 AM,11:50 AM,MWF,4103,Lincoln Hall
CMN575,Capstone Individual Study,ARRANGED,,,,
CMN595,Special Problems,ARRANGED,,,,
CMN599,Thesis Research,ARRANGED,,,,
CPSC102,Foundational Skills in Crop Sciences,3:00 PM,4:50 PM,M,W115,Turner Hall
CPSC112,Introduction to Crop Sciences,9:00 AM,10:50 AM,W,W9,Turner Hall
CPSC131,Agriculture in Mythology,6:30 PM,8:30 PM,MW,,
CPSC180,Medicinal Plants and Herbology,ARRANGED,,,,
CPSC270,Applied Entomology,2:00 PM,3:50 PM,M,W9,Turner Hall
CPSC352,Plant Genetics,3:00 PM,4:50 PM,R,W121,Turner Hall
CPSC382,Organic Chem of Biol Processes,11:00 AM,12:20 PM,TR,W25,Turner Hall
CPSC393,Crop Sciences Internship,ARRANGED,,,,
CPSC395,Undergrad Research or Thesis,ARRANGED,,,,
CPSC396,Undergrad Honors Res or Thesis,ARRANGED,,,,
CPSC407,Diseases of Field Crops,10:00 AM,11:50 AM,MW,M5,Turner Hall
CPSC412,Principles of Crop Production,6:30 PM,9:00 PM,R,,
CPSC415,Bioenergy Crops,6:30 PM,9:00 PM,W,,
CPSC416,"Native Plants, Pollinators, &amp; Food Ecosystems",ARRANGED,,,,
CPSC419,Midwest Agricultural Practices,1:00 PM,2:50 PM,M,W115,Turner Hall
CPSC426,Weed Mgt in Agronomic Crops,9:30 AM,10:50 AM,R,M5,Turner Hall
CPSC428,Weed Science Practicum,1:00 PM,2:50 PM,T,W9,Turner Hall
CPSC433,Basic Toxicology,9:00 AM,9:50 AM,MWF,,
CPSC437,Principles of Agroecology,3:30 PM,4:50 PM,TR,W223,Turner Hall
CPSC440,Applied Statistical Methods I,3:30 PM,4:50 PM,TR,149,National Soybean Res Ctr
CPSC444,Introduction to Spatial Analytics,1:00 PM,2:50 PM,W,M205,Turner Hall
CPSC452,Advanced Plant Genetics,9:30 AM,10:50 AM,TR,,
CPSC466,Genomics for Plant Improvement,ARRANGED,,TR,,
CPSC480,Cannabis Classification and Management,6:30 PM,9:00 PM,M,,
CPSC486,Plant Growth and Development,9:30 AM,10:50 AM,T,W223,Turner Hall
CPSC498,Crop Sci Professional Develpmt,ARRANGED,,,,
CPSC499,Advanced Special Topics,ARRANGED,,,,
CPSC501,Programming for Genomics,1:00 PM,2:50 PM,MW,2083,Natural History Building
CPSC555,Crop Germplasm Resources,6:30 PM,8:00 PM,TR,,
CPSC593,Adv Studies in Crop Sciences,ARRANGED,,,,
CPSC594,Professional Orientation CPSC,4:00 PM,4:50 PM,W,W115,Turner Hall
CPSC598,Seminar,12:00 PM,12:50 PM,W,W109,Turner Hall
CPSC599,Thesis Research,ARRANGED,,,,
CS100,Computer Science Orientation,3:00 PM,3:50 PM,F,THEAT,Lincoln Hall
CS101,Intro Computing: Engrg &amp; Sci,10:00 AM,10:50 AM,MW,AUD,Foellinger Auditorium
CS105,Intro Computing: Non-Tech,9:00 AM,10:45 AM,F,AUD,Foellinger Auditorium
CS107,Data Science Discovery,11:00 AM,11:50 AM,MWF,THEAT,Lincoln Hall
CS124,Introduction to Computer Science I,ARRANGED,,,,
CS128,Introduction to Computer Science II,9:30 AM,10:45 AM,F,403,Siebel Center for Comp Sci
CS173,Discrete Structures,9:30 AM,10:45 AM,TR,3039,Campus Instructional Facility
CS199,Undergraduate Open Seminar in Computer Science,ARRANGED,,,,
CS210,Ethical &amp; Professional Issues,3:00 PM,3:50 PM,MW,3031,Campus Instructional Facility
CS211,Ethical and Professional Conduct,3:00 PM,3:50 PM,F,,
CS222,Software Design Lab,2:00 PM,2:50 PM,F,0027/1025,Campus Instructional Facility
CS225,Data Structures,9:00 AM,10:50 AM,R,4029,Campus Instructional Facility
CS233,Computer Architecture,2:00 PM,3:15 PM,TR,1043,Sidney Lu Mech Engr Bldg
CS307,Modeling and Learning in Data Science,9:30 AM,10:45 AM,F,1302,Siebel Center for Comp Sci
CS340,Introduction to Computer Systems,2:00 PM,3:15 PM,TR,1404,Siebel Center for Comp Sci
CS341,System Programming,9:30 AM,10:50 AM,R,403,Siebel Center for Comp Sci
CS357,Numerical Methods I,12:30 PM,1:45 PM,TR,35,Campus Instructional Facility
CS361,Probability &amp; Statistics for Computer Science,9:00 AM,9:50 AM,M,1105,Siebel Center for Comp Sci
CS374,Introduction to Algorithms &amp; Models of Computation,9:00 AM,9:50 AM,WF,1105,Siebel Center for Comp Sci
CS397,Individual Study,ARRANGED,,,,
CS400,Accelerated Fundamentals of Computing I,12:30 PM,1:45 PM,TR,,
CS401,Accelerated Fundamentals of Algorithms I,2:00 PM,3:15 PM,TR,,
CS407,Cryptography,4:00 PM,4:50 PM,MWF,2013,Electrical & Computer Eng Bldg
CS409,The Art of Web Programming,ARRANGED,,,,
CS410,Text Information Systems,ARRANGED,,,,
CS411,Database Systems,3:30 PM,4:45 PM,MW,3039,Campus Instructional Facility
CS412,Introduction to Data Mining,9:30 AM,10:45 AM,TR,,
CS413,Intro to Combinatorics,1:00 PM,1:50 PM,MWF,245,Altgeld Hall
CS415,Game Development,11:00 AM,12:15 PM,F,,
CS418,Interactive Computer Graphics,2:00 PM,3:15 PM,WF,1404,Siebel Center for Comp Sci
CS420,Parallel Progrmg: Sci &amp; Engrg,11:00 AM,12:15 PM,WF,1320,Digital Computer Laboratory
CS421,Programming Languages &amp; Compilers,ARRANGED,,,,
CS423,Operating Systems Design,2:00 PM,3:15 PM,TR,2100,Sidney Lu Mech Engr Bldg
CS424,Real-Time Systems,12:30 PM,1:45 PM,WF,216,Siebel Center for Comp Sci
CS425,Distributed Systems,ARRANGED,,,,
CS426,Compiler Construction,12:30 PM,1:45 PM,WF,1302,Everitt Laboratory
CS427,Software Engineering I,ARRANGED,,,,
CS433,Computer System Organization,12:30 PM,1:45 PM,TR,4025,Campus Instructional Facility
CS435,Cloud Networking,ARRANGED,,,,
CS437,Topics in Internet of Things,ARRANGED,,,,
CS438,Communication Networks,3:30 PM,4:45 PM,MW,1320,Digital Computer Laboratory
CS439,Wireless Networks,9:30 AM,10:45 AM,WF,216,Siebel Center for Comp Sci
CS440,Artificial Intelligence,9:00 AM,9:50 AM,MWF,0027/1025,Campus Instructional Facility
CS441,Applied Machine Learning,ARRANGED,,,,
CS445,Computational Photography,11:00 AM,12:15 PM,TR,1320,Digital Computer Laboratory
CS446,Machine Learning,12:30 PM,1:45 PM,WF,1404,Siebel Center for Comp Sci
CS447,Natural Language Processing,ARRANGED,,,,
CS450,Numerical Analysis,11:00 AM,12:15 PM,TR,3039,Campus Instructional Facility
CS461,Computer Security I,12:00 PM,12:50 PM,W,1304,Siebel Center for Comp Sci
CS463,Computer Security II,ARRANGED,,,,
CS464,Topics in Societal and Ethical Impacts of Computer Technology,11:00 AM,12:15 PM,TR,1105,Siebel Center for Comp Sci
CS465,User Interface Design,9:30 AM,10:50 AM,F,3117,Everitt Laboratory
CS466,Introduction to Bioinformatics,2:00 PM,3:15 PM,WF,35,Campus Instructional Facility
CS468,Tech and Advertising Campaigns,12:30 PM,1:50 PM,TR,209,Huff Hall
CS470,Social and Information Networks,12:30 PM,1:45 PM,WF,1310,Digital Computer Laboratory
CS473,Algorithms,2:00 PM,3:15 PM,TR,2079,Natural History Building
CS476,Program Verification,9:30 AM,10:45 AM,TR,101,Transportation Building
CS481,Advanced Topics in Stochastic Processes &amp; Applications,4:00 PM,4:50 PM,MW,1310,Digital Computer Laboratory
CS483,Applied Parallel Programming,ARRANGED,,,,
CS491,Seminar,3:30 PM,4:20 PM,MW,1302,Siebel Center for Comp Sci
CS492,Senior Project I,4:00 PM,4:50 PM,W,1131,Siebel Center for Comp Sci
CS497,CS Team Project,ARRANGED,,,,
CS498,Special Topics,9:30 AM,10:45 AM,TR,216,Siebel Center for Comp Sci
CS499,Senior Thesis,ARRANGED,,,,
CS500,Current Topics in Computing Education Research,9:30 AM,10:45 AM,TR,158,Loomis Laboratory
CS511,Advanced Data Management,2:00 PM,3:15 PM,TR,216,Siebel Center for Comp Sci
CS512,Data Mining Principles,11:00 AM,12:15 PM,TR,1404,Siebel Center for Comp Sci
CS521,Advanced Topics in Programming Systems,9:30 AM,10:45 AM,MW,1035,Campus Instructional Facility
CS527,Topics in Software Engineering,3:30 PM,4:45 PM,TR,216,Siebel Center for Comp Sci
CS534,Advanced Topics in Computer Architecture,12:30 PM,1:45 PM,WF,1302,Siebel Center for Comp Sci
CS537,Advanced Topics in Internet of Things (IoT),12:30 PM,1:45 PM,TR,1302,Siebel Center for Comp Sci
CS540,Deep Learning Theory,12:30 PM,1:45 PM,TR,144,Loomis Laboratory
CS542,Statistical Reinforcement Learning,2:00 PM,3:15 PM,WF,2310,Everitt Laboratory
CS543,Computer Vision,11:00 AM,12:15 PM,MW,1404,Siebel Center for Comp Sci
CS546,Advanced Topics in Natural Language Processing,3:30 PM,4:45 PM,WF,1404,Siebel Center for Comp Sci
CS547,Deep Learning,8:00 AM,9:20 AM,TR,,
CS549,Seminar in Cognitive Science,3:30 PM,4:50 PM,TR,1002,Lincoln Hall
CS556,Iterative &amp; Multigrid Methods,9:30 AM,10:45 AM,TR,3217,Everitt Laboratory
CS562,"Advanced Topics in Security, Privacy, and Machine Learning",3:30 PM,4:45 PM,TR,1310,Digital Computer Laboratory
CS563,Advanced Computer Security,11:00 AM,12:15 PM,WF,305,Materials Science & Eng Bld
CS571,Combinatorial Mathematics,10:00 AM,10:50 AM,MWF,106B3,Engineering Hall
CS580,Topics in Algorithmic Game Theory,11:00 AM,12:15 PM,TR,216,Siebel Center for Comp Sci
CS581,Algorithmic Genomic Biology,11:00 AM,12:15 PM,TR,,
CS588,Autonomous Vehicle System Engineering,11:00 AM,12:15 PM,WF,216,Siebel Center for Comp Sci
CS591,Advanced Seminar,ARRANGED,,,,
CS597,Individual Study,ARRANGED,,,,
CS598,Special Topics,ARRANGED,,,,
CS599,Thesis Research,ARRANGED,,,,
CSE401,Numerical Analysis,11:00 AM,12:15 PM,TR,3039,Campus Instructional Facility
CSE402,Parallel Progrmg: Sci &amp; Engrg,11:00 AM,12:15 PM,WF,1320,Digital Computer Laboratory
CSE408,Applied Parallel Programming,ARRANGED,,,,
CSE414,Algorithms,2:00 PM,3:15 PM,TR,2079,Natural History Building
CSE422,Computer System Organization,12:30 PM,1:45 PM,TR,4025,Campus Instructional Facility
CSE423,Operating Systems Design,2:00 PM,3:15 PM,TR,2100,Sidney Lu Mech Engr Bldg
CSE426,Software Engineering I,ARRANGED,,,,
CSE427,Interactive Computer Graphics,2:00 PM,3:15 PM,WF,1404,Siebel Center for Comp Sci
CSE428,Statistical Computing,9:00 AM,9:50 AM,MWF,1310,Digital Computer Laboratory
CSE440,Statistical Data Management,10:00 AM,10:50 AM,MWF,32,Psychology Building
CSE441,Introduction to Optimization,11:00 AM,12:20 PM,TR,3081,Electrical & Computer Eng Bldg
CSE448,Advanced Data Analysis,11:00 AM,11:50 AM,MWF,3025,Campus Instructional Facility
CSE450,Computational Mechanics,1:00 PM,1:50 PM,MWF,4039,Campus Instructional Facility
CSE451,Finite Element Analysis,9:00 AM,9:50 AM,MWF,103,Transportation Building
CSE485,Atomic Scale Simulations,9:30 AM,10:50 AM,TR,305,Materials Science & Eng Bld
CSE505,Computational Bioengineering,12:00 PM,1:50 PM,TR,18,Campus Instructional Facility
CSE511,Iterative &amp; Multigrid Methods,9:30 AM,10:45 AM,TR,3217,Everitt Laboratory
CSE521,Computer Architecture,2:00 PM,3:20 PM,TR,3015,Electrical & Computer Eng Bldg
CSE525,Computational Statistics,2:00 PM,2:50 PM,MWF,106B8,Engineering Hall
CSE542,Statistical Learning,1:00 PM,1:50 PM,MWF,165,Noyes Laboratory
CSE552,Nonlinear Finite Elements,10:00 AM,11:20 AM,MW,1311,Newmark Civil Engineering Bldg
CW100,Intro to Creative Writing,11:00 AM,12:15 PM,TR,108,English Building
CW104,Fiction Workshop I,9:30 AM,10:45 AM,MW,113,English Building
CW106,Poetry Workshop I,2:00 PM,3:15 PM,MW,113,English Building
CW199,Undergraduate Open Seminar,11:00 AM,12:15 PM,TR,1062,Lincoln Hall
CW200,Reading for Writers,2:00 PM,3:15 PM,TR,131,English Building
CW204,Fiction Workshop II,9:30 AM,10:45 AM,MW,123,English Building
CW206,Poetry Workshop II,12:30 PM,1:45 PM,MW,169,Davenport Hall
CW208,Creative Nonfiction Workshop,12:30 PM,1:45 PM,MW,135,English Building
CW243,"The Craft Essay: Creative Reading, Reflection, and Revision",9:30 AM,10:45 AM,MW,127,English Building
CW404,Fiction Workshop III,11:00 AM,12:15 PM,MW,113,English Building
CW406,Poetry Workshop III,11:00 AM,12:15 PM,MW,147,Altgeld Hall
CW455,Creative Writing Tutorial,ARRANGED,,,,
CW460,Intro to Literary Editing,12:30 PM,1:45 PM,TR,G7,Foreign Languages Building
CW463,Adv Topics in Creative Writing,9:30 AM,11:50 AM,TR,174,Wohlers Hall
CW500,The Craft of Fiction,2:00 PM,4:30 PM,M,107A,English Building
CW502,Problems in Poetry Writing,3:00 PM,5:30 PM,R,125,English Building
CW504,Writing Workshop in Fiction,2:00 PM,4:30 PM,W,107A,English Building
CW506,Writing Workshop in Poetry,2:00 PM,4:20 PM,T,307,English Building
CW591,Independent Study,ARRANGED,,,,
CW595,Final Project,ARRANGED,,,,
CWL114,Global Consciousness and Lit,9:00 AM,9:50 AM,F,243,Armory
CWL117,Russ &amp; E Euro Science Fiction,3:00 PM,4:50 PM,MWF,212,David Kinley Hall
CWL119,Literature of Fantasy,11:00 AM,11:50 AM,MWF,,
CWL191,Freshman Honors Tutorial,ARRANGED,,,,
CWL199,Undergraduate Open Seminar,ARRANGED,,,,
CWL209,Jewish American and US Minority Literatures in Dialogue,11:00 AM,12:20 PM,TR,323,Education Building
CWL211,The Arab-Israeli Conflict,2:00 PM,3:20 PM,MW,1064,Lincoln Hall
CWL212,Israeli Cinema and Television,2:00 PM,4:30 PM,W,,
CWL215,"Madness, Myth, and Murder",3:00 PM,3:50 PM,MWF,150,English Building
CWL216,Legends of King Arthur,10:00 AM,10:50 AM,MWF,150,English Building
CWL220,Exploring the Greek and Roman World,9:00 AM,10:50 AM,TR,1128,Foreign Languages Building
CWL226,Humanist Persp of Afro-Am Exp,9:30 AM,10:50 AM,TR,W203,Turner Hall
CWL227,Golden Age of Russian Lit,12:30 PM,1:50 PM,TR,1136,Foreign Languages Building
CWL230,Popular Cultures of Contemporary East Asia,1:00 PM,1:50 PM,F,G46,Foreign Languages Building
CWL240,Italy Middle Ages &amp; Renaiss,11:00 AM,12:20 PM,TR,G30,Foreign Languages Building
CWL241,Early Masterpieces of Western Culture,9:00 AM,9:50 AM,F,1120,Foreign Languages Building
CWL251,Viking Mythology,10:00 AM,10:50 AM,F,1022,Lincoln Hall
CWL254,Grimm's Fairy Tales in Context,12:00 PM,12:50 PM,F,329,Gregory Hall
CWL257,Enlightenment Literature and Culture,9:00 AM,9:50 AM,MWF,,
CWL259,Early African American Literature and Culture,10:00 AM,10:50 AM,MWF,108,English Building
CWL262,Gender &amp; Sexuality in Greco-Roman Antiquity,2:00 PM,3:20 PM,TR,1092,Lincoln Hall
CWL264,Introduction to Greek and Roman Theater,12:00 PM,12:50 PM,MWF,207,Gregory Hall
CWL267,The Short Story,11:00 AM,11:50 AM,MWF,150,English Building
CWL272,Sexuality and Literature,2:00 PM,2:50 PM,MWF,132,Davenport Hall
CWL275,Masterpieces of East Asian Lit,1:00 PM,1:50 PM,F,1126,Foreign Languages Building
CWL311,Japan Lit in Translation I,4:00 PM,5:20 PM,MW,336,Davenport Hall
CWL322,The Comic Imagination,1:00 PM,1:50 PM,MWF,325,Gregory Hall
CWL324,Dostoevsky,2:00 PM,3:20 PM,TR,209,David Kinley Hall
CWL414,Petrarch &amp; Boccaccio,2:00 PM,3:20 PM,TR,1038,Foreign Languages Building
CWL461,Lit Genres and Forms,4:00 PM,5:20 PM,MW,,
CWL493,Senior Thesis and Honors,ARRANGED,,,,
CWL496,Special Topics in Comp Lit II,ARRANGED,,,,
CWL501,Theory of Literature,3:00 PM,4:50 PM,R,174,Wohlers Hall
CWL503,Historiography of Cinema,1:00 PM,4:50 PM,R,336,Gregory Hall
CWL511,Applied Literary Translation I,3:30 PM,5:50 PM,M,3072E,Foreign Languages Building
CWL535,Nabokov,9:00 AM,10:50 AM,M,145,Altgeld Hall
CWL571,Seminar in Literary Relations,3:00 PM,4:50 PM,W,3024,Foreign Languages Building
CWL576,Methods in Slavic Grad Study,2:00 PM,4:20 PM,W,1018,Foreign Languages Building
CWL581,Seminar Lit Themes,3:00 PM,4:50 PM,M,1068,Lincoln Hall
CWL593,Special Studies,ARRANGED,,,,
CWL599,Thesis Research,ARRANGED,,,,
CZCH199,Undergraduate Open Seminar,ARRANGED,,,,
CZCH201,Second-year Czech I,11:30 AM,12:20 PM,MWF,,
DANC100,Intro to Contemporary Dance,9:00 AM,10:20 AM,W,109,907 1/2 W Nevada
DANC104,Making Dances,11:00 AM,12:20 PM,TR,,
DANC116,Dance I,1:00 PM,2:20 PM,MW,2127,Krannert Center for Perf Arts
DANC131,Production Practicum I,ARRANGED,,,,
DANC150,The Green Room,9:00 AM,10:20 AM,F,2500,Krannert Center for Perf Arts
DANC160,Dancing Techniques I,1:00 PM,2:20 PM,MTWR,,
DANC200,Explore Music through Dance,ARRANGED,,,,
DANC201,Yoga Practicum,1:00 PM,2:20 PM,MW,2500,Krannert Center for Perf Arts
DANC209,Lyric Theatre Dance,1:00 PM,2:20 PM,TR,2127,Krannert Center for Perf Arts
DANC216,Dance II,9:00 AM,10:20 AM,MW,111,Dance Studio
DANC220,Undergraduate Performance Practice,ARRANGED,,,,
DANC231,Production Practicum II,ARRANGED,,,,
DANC232,Repertory Company,3:00 PM,4:20 PM,MTWR,,
DANC245,Mindful Movement,8:00 AM,8:50 AM,MW,103,Dance Studio
DANC256,Choreographic Laboratory I,3:00 PM,4:20 PM,MW,111,Dance Studio
DANC259,Dance Improvisation I,11:00 AM,12:20 PM,TR,103,Dance Studio
DANC260,Dancing Techniques II,9:00 AM,10:20 AM,MTWR,103,Dance Studio
DANC262,Choreographic Process I,11:00 AM,12:20 PM,MW,103,Dance Studio
DANC270,Dancing in Community I &amp; II,11:00 AM,12:20 PM,F,2500,Krannert Center for Perf Arts
DANC290,Undergraduate Process Project,ARRANGED,,,,
DANC301,Yoga Fundamentals,1:00 PM,2:20 PM,MW,2500,Krannert Center for Perf Arts
DANC302,Intermediate Asana,8:00 AM,8:50 AM,TR,103,Dance Studio
DANC303,Yoga Teacher Training,1:00 PM,3:50 PM,F,103,Dance Studio
DANC316,Dancing Techniques Elective,9:00 AM,10:20 AM,MW,111,Dance Studio
DANC330,Dance Documentation,2:00 PM,3:50 PM,F,109,907 1/2 W Nevada
DANC331,Production Practicum III,ARRANGED,,,,
DANC345,Dance Anatomy and Kinesiology,1:00 PM,2:20 PM,MW,110,907 1/2 W Nevada
DANC360,Dancing Techniques III,9:00 AM,10:20 AM,MTWR,,
DANC362,Choreographic Process II,11:00 AM,12:20 PM,MWR,2500,Krannert Center for Perf Arts
DANC401,Alexander Tech for Dancers,11:00 AM,12:20 PM,F,,
DANC420,Graduate Performance Practice,ARRANGED,,,,
DANC425,Dance Internship,ARRANGED,,,,
DANC431,Production Practicum IV,ARRANGED,,,,
DANC441,Dance History Seminar,11:00 AM,12:20 PM,T,2500,Krannert Center for Perf Arts
DANC451,Ind Study and Special Topics,ARRANGED,,,,
DANC455,Supervised Teaching,ARRANGED,,,,
DANC456,Choreographic Laboratory II,3:00 PM,4:20 PM,MW,111,Dance Studio
DANC460,Dancing Techniques IV,9:00 AM,10:20 AM,MTWR,2500,Krannert Center for Perf Arts
DANC470,Dancing in Community III &amp; IV,11:00 AM,12:20 PM,F,2500,Krannert Center for Perf Arts
DANC490,Graduate Process Project,ARRANGED,,,,
DANC495,Senior Career Seminar,9:00 AM,10:20 AM,F,103,Dance Studio
DANC496,BA Senior Thesis Research,3:00 PM,4:50 PM,M,109,907 1/2 W Nevada
DANC498,BFA Thesis Production,8:00 AM,8:50 AM,M,2500,Krannert Center for Perf Arts
DANC499,BFA Thesis Project,8:00 AM,8:50 AM,W,2500,Krannert Center for Perf Arts
DANC516,Dancing Techniques Graduate Elective,9:00 AM,10:20 AM,MW,111,Dance Studio
DANC520,Synthesis Laboratory,11:00 AM,12:20 PM,MTWR,111,Dance Studio
DANC531,MFA Prof Practice Seminar,9:00 AM,10:20 AM,F,,
DANC541,Contemporary Directions I,1:00 PM,2:50 PM,TR,109,907 1/2 W Nevada
DANC550,Advanced Research in Dance,ARRANGED,,,,
DANC560,Advanced Physical Practice,9:00 AM,10:20 AM,MTWR,2500,Krannert Center for Perf Arts
DANC598,Creative Thesis Project,1:00 PM,2:20 PM,T,110,907 1/2 W Nevada
DTX210,Introduction to Social Design,5:00 PM,6:20 PM,TR,,
DTX251,Introduction to Design Thinking,1:00 PM,3:40 PM,W,1000,Siebel Center for Design
DTX455,Design for Social Impact,12:30 PM,3:10 PM,R,1000,Siebel Center for Design
EALC120,East Asian Civilizations,10:00 AM,10:50 AM,F,147,Altgeld Hall
EALC132,Zen,4:00 PM,6:50 PM,W,221,Gregory Hall
EALC199,Undergraduate Open Seminar,ARRANGED,,,,
EALC212,East Asian Art History,2:00 PM,3:20 PM,MW,223,David Kinley Hall
EALC220,Traditional China,2:00 PM,3:20 PM,TR,259,English Building
EALC230,Popular Cultures of Contemporary East Asia,2:00 PM,2:50 PM,MW,23,Psychology Building
EALC250,Intro to Japanese Culture,9:00 AM,9:50 AM,F,322,David Kinley Hall
EALC275,Masterpieces of East Asian Lit,1:00 PM,1:50 PM,F,1126,Foreign Languages Building
EALC287,Introduction to Buddhism,4:00 PM,6:50 PM,F,217,Gregory Hall
EALC305,Japan Lit in Translation I,4:00 PM,5:20 PM,MW,336,Davenport Hall
EALC343,Gov &amp; Pol of China,3:30 PM,4:50 PM,MW,223,Gregory Hall
EALC359,Government and Politics of East Asia,2:00 PM,3:20 PM,TR,163,Noyes Laboratory
EALC367,History of Korea,9:30 AM,10:45 AM,TR,,
EALC390,Individual Study,ARRANGED,,,,
EALC398,Colloquium in EALC,10:00 AM,11:20 AM,MW,310,David Kinley Hall
EALC402,Ways of Seeing in Edo Japan,2:00 PM,3:20 PM,TR,312,Art and Design Building
EALC404,China through Film,1:00 PM,2:20 PM,W,115,English Building
EALC412,Mod Chinese Lit in Translation,4:00 PM,5:20 PM,MW,G48,Foreign Languages Building
EALC421,Soc-Econ Hist Modern China,12:30 PM,1:50 PM,TR,307,Gregory Hall
EALC430,Intro to East Asian Ling,2:00 PM,3:20 PM,TR,1032,Foreign Languages Building
EALC490,Individual Study,ARRANGED,,,,
EALC500,Proseminar in EALC,4:00 PM,5:50 PM,T,G48,Foreign Languages Building
EALC511,Applied Literary Translation I,3:30 PM,5:50 PM,M,3072E,Foreign Languages Building
EALC560,East Asian Language Pedagogy,1:00 PM,3:20 PM,T,1126,Foreign Languages Building
EALC584,Theories in Second Language Acquisition,3:00 PM,5:50 PM,W,1136,Foreign Languages Building
EALC588,Sem Second Lang Learn,2:00 PM,3:50 PM,T,321,Gregory Hall
EALC590,Individual Study and Research,ARRANGED,,,,
EALC599,Thesis Research,ARRANGED,,,,
ECE101,Exploring Digital Info Technol,11:00 AM,12:50 PM,F,3081,Electrical & Computer Eng Bldg
ECE110,Introduction to Electronics,6:00 PM,8:50 PM,M,1001,Electrical & Computer Eng Bldg
ECE120,Introduction to Computing,11:00 AM,11:50 AM,R,1013,Electrical & Computer Eng Bldg
ECE199,Undergraduate Open Seminar,10:00 AM,11:50 AM,F,3038,Campus Instructional Facility
ECE200,Seminar,5:00 PM,6:50 PM,W,1002,Electrical & Computer Eng Bldg
ECE205,Electrical and Electronic Circuits,10:00 AM,11:50 AM,M,4074,Electrical & Computer Eng Bldg
ECE206,Electrical and Electronic Circuits Lab,12:00 PM,1:50 PM,M,4074,Electrical & Computer Eng Bldg
ECE210,Analog Signal Processing,10:00 AM,10:50 AM,M,4072,Electrical & Computer Eng Bldg
ECE211,Analog Circuits &amp; Systems,10:00 AM,10:50 AM,MTWF,,
ECE220,Computer Systems &amp; Programming,9:00 AM,9:50 AM,F,2022,Electrical & Computer Eng Bldg
ECE297,Individual Study,ARRANGED,,,,
ECE298,Special Topics,3:00 PM,3:50 PM,F,2017,Electrical & Computer Eng Bldg
ECE304,Photonic Devices,12:00 PM,12:50 PM,MWF,2013,Electrical & Computer Eng Bldg
ECE310,Digital Signal Processing,12:00 PM,12:50 PM,MWF,3017,Electrical & Computer Eng Bldg
ECE311,Digital Signal Processing Lab,9:00 AM,10:50 AM,T,2022,Electrical & Computer Eng Bldg
ECE313,Probability with Engrg Applic,10:00 AM,10:50 AM,MWF,3017,Electrical & Computer Eng Bldg
ECE314,Probability in Engineering Lab,11:00 AM,11:50 AM,W,2013,Electrical & Computer Eng Bldg
ECE316,Ethics and Engineering,11:00 AM,12:20 PM,TR,329,Gregory Hall
ECE329,Fields and Waves I,10:00 AM,10:50 AM,MWF,2013,Electrical & Computer Eng Bldg
ECE330,Power Ckts &amp; Electromechanics,9:00 AM,9:50 AM,MWF,1015,Electrical & Computer Eng Bldg
ECE333,Green Electric Energy,9:30 AM,10:50 AM,TR,1013,Electrical & Computer Eng Bldg
ECE340,Semiconductor Electronics,12:00 PM,12:50 PM,MWF,1015,Electrical & Computer Eng Bldg
ECE342,Electronic Circuits,11:00 AM,11:50 AM,MWF,3039,Campus Instructional Facility
ECE343,Electronic Circuits Laboratory,11:00 AM,1:50 PM,T,4074,Electrical & Computer Eng Bldg
ECE350,Fields and Waves II,12:00 PM,12:50 PM,MWF,2015,Electrical & Computer Eng Bldg
ECE365,Data Science and Engineering,4:00 PM,4:50 PM,W,2022,Electrical & Computer Eng Bldg
ECE374,Introduction to Algorithms &amp; Models of Computation,9:00 AM,9:50 AM,WF,1105,Siebel Center for Comp Sci
ECE380,Biomedical Imaging,9:30 AM,10:50 AM,TR,3013,Electrical & Computer Eng Bldg
ECE385,Digital Systems Laboratory,ARRANGED,,,,
ECE391,Computer Systems Engineering,2:00 PM,2:50 PM,W,3026,Electrical & Computer Eng Bldg
ECE395,Advanced Digital Projects Lab,ARRANGED,,,,
ECE396,Honors Project,ARRANGED,,,,
ECE397,Individual Study in ECE,ARRANGED,,,,
ECE398,Special Topics in ECE,9:30 AM,10:50 AM,TR,,
ECE401,Signal Processing,ARRANGED,,,,
ECE402,Electronic Music Synthesis,ARRANGED,,,,
ECE407,Cryptography,4:00 PM,4:50 PM,MWF,2013,Electrical & Computer Eng Bldg
ECE408,Applied Parallel Programming,ARRANGED,,,,
ECE410,Neural Circuits and Systems,3:00 PM,3:50 PM,MWF,2015,Electrical & Computer Eng Bldg
ECE411,Computer Organization &amp; Design,ARRANGED,,,,
ECE414,Biomedical Instrumentation,11:00 AM,11:50 AM,MWF,1306,Everitt Laboratory
ECE415,Biomedical Instrumentation Lab,4:00 PM,6:50 PM,W,201,Everitt Laboratory
ECE420,Embedded DSP Laboratory,2:30 PM,4:20 PM,T,5072,Electrical & Computer Eng Bldg
